138,41,83,209,194,7,1,69,97,156
41,189,83,196,234,56,1,0,114,82
28,254,83,141,238,53,1,0,104,93
52,301,83,180,111,20,1,0,62,185
278,47,83,63,355,19,1,0,124,24
338,56,83,75,230,18,1,47,94,53
240,58,83,81,349,34,1,0,96,52
86,68,83,225,182,18,1,72,117,143
152,113,83,138,230,36,1,44,100,97
269,28,83,123,233,16,1,50,93,97
8,92,83,319,118,8,1,93,95,178
284,146,83,95,209,22,1,0,86,70
